sequence_id,model,cross_entropy,perplexity
seq7285,deletion,1.1117104,3.0395527
seq7286,deletion,1.3578061,3.8876545
seq7287,deletion,1.1273196,3.0873697
seq7288,deletion,1.3673589,3.9249709
seq7289,deletion,1.2514552,3.4954257
seq7290,deletion,1.2626109,3.5346384
seq7291,deletion,1.5050534,4.5043945
seq7292,deletion,1.2123686,3.3614373
seq7293,deletion,1.1761386,3.241832
seq7294,deletion,1.2605193,3.5272522
seq7295,deletion,1.0694953,2.9139085
seq7296,deletion,1.4271848,4.1669517
seq7297,deletion,1.2953597,3.65231
seq7298,deletion,1.3479612,3.849569
seq7299,deletion,1.1715084,3.2268562
seq7300,deletion,1.0900071,2.9742951
seq7301,deletion,1.4432989,4.2346425
seq7302,deletion,1.4934785,4.452557
seq7303,deletion,1.2783939,3.5908678
seq7304,deletion,1.1283313,3.0904949
seq7305,deletion,1.2029841,3.3300393
seq7306,deletion,1.188362,3.2817016
seq7307,deletion,1.2479761,3.4832861
seq7308,deletion,1.134148,3.108524
seq7309,deletion,1.0782369,2.9394925
seq7310,deletion,1.2918633,3.6395621
seq7311,deletion,1.2602532,3.526314
seq7312,deletion,1.2874762,3.6236296
seq7313,deletion,1.3042378,3.6848793
seq7314,deletion,1.1989983,3.3167927
seq7315,deletion,1.3649621,3.9155746
seq7316,deletion,1.3190746,3.739959
seq7317,deletion,1.0970119,2.9952028
seq7318,deletion,1.2088847,3.3497467
seq7319,deletion,1.4798008,4.392071
seq7320,deletion,1.21762,3.3791356
seq7321,deletion,1.4853686,4.416593
seq7322,deletion,1.0960972,2.9924643
seq7323,deletion,1.0878919,2.9680104
seq7324,deletion,1.1310506,3.0989106
seq7325,deletion,1.432084,4.1874166
seq7326,deletion,1.1727781,3.2309563
seq7327,deletion,1.2835419,3.6094012
seq7328,deletion,1.1860667,3.2741776
seq7329,deletion,1.2886525,3.6278946
seq7330,deletion,1.2758379,3.5817015
seq7331,deletion,1.1004298,3.0054574
seq7332,deletion,1.3430494,3.830707
seq7333,deletion,1.3520573,3.86537
seq7334,deletion,1.2372952,3.4462793
seq7335,deletion,1.1217654,3.0702693
seq7336,deletion,1.2944949,3.649152
seq7337,deletion,1.3388188,3.8145351
seq7338,deletion,1.1246426,3.079116
seq7339,deletion,1.2185442,3.3822606
seq7340,deletion,1.4220828,4.1457458
seq7341,deletion,1.4374597,4.2099876
seq7342,deletion,1.2528229,3.5002096
seq7343,deletion,1.2588304,3.5213006
seq7344,deletion,1.0963718,2.9932857
seq7345,deletion,1.2758517,3.5817509
seq7346,deletion,1.3570465,3.884703
seq7347,deletion,1.2423306,3.4636765
seq7348,deletion,1.5046229,4.502455
seq7349,deletion,1.3418846,3.8262477
seq7350,deletion,1.297676,3.6607788
seq7351,deletion,1.1394337,3.1249983
seq7352,deletion,1.1914344,3.2917993
seq7353,deletion,1.29515,3.6515436
seq7354,deletion,1.2118229,3.3596034
seq7355,deletion,1.1380109,3.120555
seq7356,deletion,1.2049602,3.336626
seq7357,deletion,1.0946058,2.9880047
seq7358,deletion,1.0884123,2.9695554
seq7359,deletion,1.1167732,3.0549805
seq7360,deletion,1.3632097,3.9087193
seq7361,deletion,1.4308853,4.1824
seq7362,deletion,1.2939767,3.6472616
seq7363,deletion,1.1959528,3.306707
seq7364,deletion,1.4141227,4.112877
seq7365,deletion,1.3497798,3.8565764
seq7366,deletion,1.3059493,3.6911917
seq7367,deletion,1.0966043,2.9939823
seq7368,deletion,1.3635602,3.9100893
seq7369,deletion,1.2439554,3.4693089
seq7370,deletion,1.1719347,3.2282324
seq7371,deletion,1.4199817,4.137045
seq7372,deletion,1.2475326,3.4817414
seq7373,deletion,1.3449163,3.8378654
seq7374,deletion,1.2867594,3.621033
seq7375,deletion,1.3471965,3.8466265
seq7376,deletion,1.1375172,3.1190147
seq7377,deletion,1.1518626,3.164081
seq7378,deletion,1.3693143,3.932653
seq7379,deletion,1.2154257,3.3717291
seq7380,deletion,1.123807,3.0765443
seq7381,deletion,1.3598485,3.895603
seq7382,deletion,1.1273471,3.0874548
seq7383,deletion,1.0557334,2.8740823
seq7384,deletion,1.1262836,3.0841732
seq7385,deletion,1.4178959,4.1284246
seq7386,deletion,1.0943098,2.9871204
seq7387,deletion,1.2810198,3.6003096
seq7388,deletion,1.4404718,4.2226877
seq7389,deletion,1.112783,3.0428145
seq7390,deletion,1.1896913,3.2860668
seq7391,deletion,1.1633415,3.2006102
seq7392,deletion,1.2541338,3.5048013
seq7393,deletion,1.3182544,3.7368925
seq7394,deletion,1.1872588,3.278083
seq7395,deletion,1.2927755,3.6428833
seq7396,deletion,1.0855628,2.9611056
seq7397,deletion,1.2687964,3.5565693
seq7398,deletion,1.1211157,3.0682752
seq7399,deletion,1.2385982,3.450773
seq7400,deletion,1.1683757,3.2167633
seq7401,deletion,1.2174119,3.3784328
seq7402,deletion,1.1505148,3.1598191
seq7403,deletion,1.1273108,3.0873427
seq7404,deletion,1.4647377,4.326408
seq7405,deletion,1.2682751,3.5547159
seq7406,deletion,1.311512,3.7117817
seq7407,deletion,1.2623342,3.5336602
seq7408,deletion,1.2724576,3.5696144
seq7409,deletion,1.2196237,3.3859131
seq7410,deletion,1.4381534,4.212909
seq7411,deletion,1.300132,3.6697812
seq7412,deletion,1.1272128,3.08704
seq7413,deletion,1.3031846,3.6810007
seq7414,deletion,1.4936161,4.45317
seq7415,deletion,1.0886784,2.9703457
seq7416,deletion,1.1248881,3.079872
seq7417,deletion,1.115795,3.0519934
seq7418,deletion,1.2783155,3.5905862
seq7419,deletion,1.4021724,4.064019
seq7420,deletion,1.0757433,2.9321716
seq7421,deletion,1.1757542,3.2405858
seq7422,deletion,1.1977891,3.3127844
seq7423,deletion,1.1408137,3.1293137
seq7424,deletion,1.4942902,4.456173
seq7425,deletion,1.1184589,3.0601344
seq7426,deletion,1.1724457,3.229882
seq7427,deletion,1.3033918,3.6817634
seq7428,deletion,1.1421231,3.1334138
seq7429,deletion,1.2601538,3.5259635
seq7430,deletion,1.2803609,3.5979383
seq7431,deletion,1.1938392,3.299725
seq7432,deletion,1.1063322,3.0232491
seq7433,deletion,1.3496337,3.8560128
seq7434,deletion,1.0823529,2.951616
seq7435,deletion,1.1338836,3.107702
seq7436,deletion,1.293671,3.646147
seq7437,deletion,1.0761801,2.9334526
seq7438,deletion,1.3123897,3.7150412
seq7439,deletion,1.0870657,2.9655595
seq7440,deletion,1.2588954,3.5215292
seq7441,deletion,1.4211466,4.1418667
seq7442,deletion,1.2345569,3.4368556
seq7443,deletion,1.1639153,3.202447
seq7444,deletion,1.207002,3.3434463
seq7445,deletion,1.3414448,3.8245654
seq7446,deletion,1.2822055,3.6045806
seq7447,deletion,1.0747526,2.929268
seq7448,deletion,1.4110581,4.1002917
seq7449,deletion,1.1308477,3.0982816
seq7450,deletion,1.2037197,3.33249
seq7451,deletion,1.4551768,4.285241
seq7452,deletion,1.3338065,3.7954633
seq7453,deletion,1.293831,3.6467304
seq7454,deletion,1.1441776,3.139858
seq7455,deletion,1.3457211,3.8409555
seq7456,deletion,1.3654398,3.9174457
seq7457,deletion,1.3257961,3.765182
seq7458,deletion,1.174435,3.2363138
seq7459,deletion,1.1838936,3.2670698
seq7460,deletion,1.3772786,3.964099
seq7461,deletion,1.3934847,4.0288653
seq7462,deletion,1.4460849,4.246456
seq7463,deletion,1.1254874,3.0817187
seq7464,deletion,1.1131693,3.0439904
seq7465,deletion,1.1226627,3.0730255
seq7466,deletion,1.3035785,3.6824508
seq7467,deletion,1.382556,3.9850745
seq7468,deletion,1.3229287,3.754401
seq7469,deletion,1.137443,3.1187832
seq7470,deletion,1.334259,3.7971811
seq7471,deletion,1.1977557,3.3126738
seq7472,deletion,1.3294736,3.779054
seq7473,deletion,1.3406881,3.8216724
seq7474,deletion,1.3203715,3.7448123
seq7475,deletion,1.5036482,4.498069
seq7476,deletion,1.1727567,3.230887
seq7477,deletion,1.5068169,4.5123444
seq7478,deletion,1.2549014,3.5074923
seq7479,deletion,1.2601585,3.5259805
seq7480,deletion,1.3459932,3.842
seq7481,deletion,1.3133812,3.7187264
seq7482,deletion,1.1394902,3.1251748
seq7483,deletion,1.2749567,3.5785465
seq7484,deletion,1.4238344,4.153014
seq7485,deletion,1.3044155,3.685534
seq7486,deletion,1.1685236,3.217239
seq7487,deletion,1.2918226,3.6394136
seq7488,deletion,1.1954572,3.3050687
seq7489,deletion,1.222328,3.395082
seq7490,deletion,1.3448246,3.8375134
seq7491,deletion,1.2678477,3.5531964
seq7492,deletion,1.3058162,3.6907003
seq7493,deletion,1.2588695,3.5214386
seq7494,deletion,1.2753134,3.579823
seq7495,deletion,1.2839677,3.6109385
seq7496,deletion,1.1914624,3.2918918
seq7497,deletion,1.2936542,3.6460855
seq7498,deletion,1.2966262,3.656938
seq7499,deletion,1.5041417,4.5002894
seq7500,deletion,1.1477855,3.1512067
seq7501,deletion,1.4627248,4.317709
seq7502,deletion,1.445859,4.245497
seq7503,deletion,1.3213795,3.748589
seq7504,deletion,1.1487212,3.1541567
seq7505,deletion,1.405513,4.077618
seq7506,deletion,1.3609291,3.8998148
seq7507,deletion,1.1257548,3.0825427
seq7508,deletion,1.4530191,4.276005
seq7509,deletion,1.4322528,4.188123
seq7510,deletion,1.2541544,3.5048733
seq7511,deletion,1.1817155,3.2599616
seq7512,deletion,1.250335,3.491512
seq7513,deletion,1.1448538,3.1419818
seq7514,deletion,1.1881435,3.2809846
seq7515,deletion,1.2894546,3.6308055
seq7516,deletion,1.3131497,3.7178652
seq7517,deletion,1.1981193,3.3138785
seq7518,deletion,1.1880751,3.2807596
seq7519,deletion,1.4772983,4.381093
seq7520,deletion,1.1000142,3.0042088
seq7521,deletion,1.2694606,3.558932
seq7522,deletion,1.465911,4.3314877
seq7523,deletion,1.3317641,3.7877195
seq7524,deletion,1.1158135,3.05205
seq7525,deletion,1.2790985,3.593399
seq7526,deletion,1.4455038,4.24399
seq7527,deletion,1.399235,4.0520988
seq7528,deletion,1.0881424,2.9687538
seq7529,deletion,1.1291374,3.0929873
seq7530,deletion,1.3959117,4.038655
seq7531,deletion,1.4609344,4.309985
seq7532,deletion,1.4313558,4.184369
seq7533,deletion,1.4918616,4.445363
seq7534,deletion,1.1907903,3.28968
seq7535,deletion,1.388905,4.010456
seq7536,deletion,1.0521088,2.8636835
seq7537,deletion,1.2107079,3.3558593
seq7538,deletion,1.1472774,3.1496058
seq7539,deletion,1.1151264,3.0499535
seq7540,deletion,1.2012943,3.3244169
seq7541,deletion,1.4471709,4.2510705
seq7542,deletion,1.3174787,3.7339947
seq7543,deletion,1.1532925,3.1686084
seq7544,deletion,1.4592382,4.3026805
seq7545,deletion,1.4471859,4.2511344
seq7546,deletion,1.3698004,3.9345653
seq7547,deletion,1.3415426,3.8249395
seq7548,deletion,1.3165267,3.7304416
seq7549,deletion,1.35899,3.89226
seq7550,deletion,1.125822,3.0827496
seq7551,deletion,1.190866,3.2899292
seq7552,deletion,1.274714,3.5776782
seq7553,deletion,1.0982069,2.9987838
seq7554,deletion,1.2865714,3.6203525
seq7555,deletion,1.1450481,3.1425924
seq7556,deletion,1.1846424,3.2695174
seq7557,deletion,1.1040368,3.0163178
seq7558,deletion,1.3526874,3.867806
seq7559,deletion,1.4145203,4.114512
seq7560,deletion,1.358146,3.8889766
seq7561,deletion,1.1863905,3.2752376
seq7562,deletion,1.3575637,3.8867123
seq7563,deletion,1.4415505,4.227245
seq7564,deletion,1.2131307,3.3639998
seq7565,deletion,1.1760563,3.2415648
seq7566,deletion,1.2037637,3.3326364
seq7567,deletion,1.2553965,3.5092297
seq7568,deletion,1.1275568,3.0881023
seq7569,deletion,1.1693976,3.220052
seq7570,deletion,1.344498,3.8362606
seq7571,deletion,1.2253046,3.405203
seq7572,deletion,1.0878456,2.967873
seq7573,deletion,1.3025076,3.6785092
seq7574,deletion,1.2326841,3.430425
seq7575,deletion,1.1437256,3.1384392
seq7576,deletion,1.3996966,4.05397
seq7577,deletion,1.38283,3.9861665
seq7578,deletion,1.1420426,3.1331618
seq7579,deletion,1.0922526,2.9809816
seq7580,deletion,1.4373294,4.209439
seq7581,deletion,1.3338523,3.7956371
seq7582,deletion,1.0632833,2.895863
seq7583,deletion,1.1908927,3.290017
seq7584,deletion,1.1081281,3.0286834
seq7585,deletion,1.2026721,3.3290007
seq7586,deletion,1.4015521,4.0614986
seq7587,deletion,1.1622161,3.1970103
seq7588,deletion,1.2241558,3.4012933
seq7589,deletion,1.2853037,3.615766
seq7590,deletion,1.3533447,3.870349
seq7591,deletion,1.102753,3.0124478
seq7592,deletion,1.3899821,4.014778
seq7593,deletion,1.2030628,3.3303013
seq7594,deletion,1.1837271,3.2665262
seq7595,deletion,1.3214107,3.7487056
seq7596,deletion,1.2108625,3.3563783
seq7597,deletion,1.1017338,3.009379
seq7598,deletion,1.152992,3.1676562
seq7599,deletion,1.3770291,3.9631097
seq7600,deletion,1.1241415,3.0775733
seq7601,deletion,1.2359054,3.4414928
seq7602,deletion,1.1048518,3.0187771
seq7603,deletion,1.1655067,3.2075477
seq7604,deletion,1.3598219,3.8954997
seq7605,deletion,1.2633761,3.5373437
seq7606,deletion,1.1362839,3.1151702
seq7607,deletion,1.1816016,3.2595906
seq7608,deletion,1.3366063,3.8061044
seq7609,deletion,1.1202509,3.0656233
seq7610,deletion,1.3800918,3.9752665
seq7611,deletion,1.135854,3.1138318
seq7612,deletion,1.3529612,3.868865
seq7613,deletion,1.141328,3.130923
seq7614,deletion,1.3524697,3.8669639
seq7615,deletion,1.0731091,2.9244578
seq7616,deletion,1.2495009,3.4886012
seq7617,deletion,1.531213,4.623782
seq7618,deletion,1.2240294,3.4008636
seq7619,deletion,1.4425484,4.231466
seq7620,deletion,1.2590309,3.5220065
seq7621,deletion,1.244934,3.4727054
seq7622,deletion,1.165842,3.2086234
seq7623,deletion,1.1444021,3.140563
seq7624,deletion,1.1741766,3.2354777
seq7625,deletion,1.2548977,3.5074797
seq7626,deletion,1.2723407,3.569197
seq7627,deletion,1.1093535,3.0323973
seq7628,deletion,1.5969063,4.9377327
seq7629,deletion,1.3422024,3.827464
seq7630,deletion,1.0611261,2.8896232
seq7631,deletion,1.190117,3.2874656
seq7632,deletion,1.1856552,3.2728307
seq7633,deletion,1.4421102,4.229612
seq7634,deletion,1.313554,3.7193692
seq7635,deletion,1.17989,3.2540164
seq7636,deletion,1.2008175,3.3228319
seq7637,deletion,1.3911829,4.0196023
seq7638,deletion,1.3790847,3.9712648
seq7639,deletion,1.3049147,3.6873744
seq7640,deletion,1.2041379,3.3338838
seq7641,deletion,1.1360588,3.1144693
seq7642,deletion,1.3448857,3.8377476
seq7643,deletion,1.110696,3.036471
seq7644,deletion,1.3566885,3.8833125
seq7645,deletion,1.5227597,4.584861
seq7646,deletion,1.1937197,3.299331
seq7647,deletion,1.2777843,3.5886796
seq7648,deletion,1.2581156,3.5187848
seq7649,deletion,1.3881648,4.0074887
seq7650,deletion,1.2686578,3.5560768
seq7651,deletion,1.4164512,4.1224647
seq7652,deletion,1.1126622,3.0424469
seq7653,deletion,1.1099527,3.034215
seq7654,deletion,1.3602546,3.8971853
seq7655,deletion,1.0623435,2.8931427
seq7656,deletion,1.3206818,3.7459748
seq7657,deletion,1.4058818,4.079122
seq7658,deletion,1.1259193,3.0830498
seq7659,deletion,1.2947506,3.6500854
seq7660,deletion,1.1870944,3.2775443
seq7661,deletion,1.361917,3.9036696
seq7662,deletion,1.0593791,2.8845792
seq7663,deletion,1.3075913,3.6972573
seq7664,deletion,1.212324,3.361287
seq7665,deletion,1.4525954,4.274193
seq7666,deletion,1.1983913,3.3147805
seq7667,deletion,1.2618178,3.531836
seq7668,deletion,1.1526313,3.166514
seq7669,deletion,1.2147576,3.369477
seq7670,deletion,1.4380755,4.2125807
seq7671,deletion,1.1850499,3.27085
seq7672,deletion,1.0650138,2.900879
seq7673,deletion,1.2781595,3.590026
seq7674,deletion,1.1537774,3.170145
seq7675,deletion,1.3506908,3.8600914
seq7676,deletion,1.1410387,3.1300175
seq7677,deletion,1.2846135,3.6132712
seq7678,deletion,1.3024807,3.6784103
seq7679,deletion,1.1067432,3.024492
seq7680,deletion,1.1535617,3.1694613
seq7681,deletion,1.2394308,3.453647
seq7682,deletion,1.0721027,2.921516
seq7683,deletion,1.1243397,3.0781837
seq7684,deletion,1.1078275,3.0277736
seq7685,deletion,1.3016077,3.6752005
seq7686,deletion,1.3414595,3.8246214
seq7687,deletion,1.2033031,3.3311017
seq7688,deletion,1.3306192,3.7833853
seq7689,deletion,1.3079698,3.6986573
seq7690,deletion,1.2282578,3.415274
seq7691,deletion,1.1035998,3.0149999
seq7692,deletion,1.3361437,3.8043447
seq7693,deletion,1.1465862,3.1474297
seq7694,deletion,1.2388655,3.4516952
seq7695,deletion,1.3682294,3.928389
seq7696,deletion,1.3684524,3.9292653
seq7697,deletion,1.3752028,3.9558785
seq7698,deletion,1.3015091,3.6748385
seq7699,deletion,1.2279738,3.4143047
seq7700,deletion,1.2004664,3.321666
seq7701,deletion,1.2447441,3.4720461
seq7702,deletion,1.3367488,3.8066473
seq7703,deletion,1.1468127,3.1481428
seq7704,deletion,1.2537534,3.503468
seq7705,deletion,1.207957,3.3466408
seq7706,deletion,1.3320812,3.7889209
seq7707,deletion,1.1939566,3.3001125
seq7708,deletion,1.098118,2.9985173
seq7709,deletion,1.1602613,3.1907668
seq7710,deletion,1.2205124,3.3889236
seq7711,deletion,1.4205744,4.1394978
seq7712,deletion,1.3013654,3.6743102
seq7713,deletion,1.2482772,3.484335
seq7714,deletion,1.3382353,3.81231
seq7715,deletion,1.211192,3.3574846
seq7716,deletion,1.206923,3.3431818
seq7717,deletion,1.3180691,3.7362003
seq7718,deletion,1.4966457,4.4666815
seq7719,deletion,1.1628054,3.198895
seq7720,deletion,1.1487858,3.1543608
seq7721,deletion,1.2243835,3.402068
seq7722,deletion,1.1331156,3.1053162
seq7723,deletion,1.1214119,3.0691845
seq7724,deletion,1.4312023,4.1837263
seq7725,deletion,1.2080945,3.3471007
seq7726,deletion,1.1514952,3.1629186
seq7727,deletion,1.4243718,4.155247
seq7728,deletion,1.3195826,3.7418594
seq7729,deletion,1.2565794,3.5133832
seq7730,deletion,1.19917,3.3173623
seq7731,deletion,1.4254621,4.1597795
seq7732,deletion,1.2592114,3.5226424
seq7733,deletion,1.3047283,3.686687
seq7734,deletion,1.1533171,3.1686864
seq7735,deletion,1.3547641,3.8758469
seq7736,deletion,1.1930093,3.2969878
seq7737,deletion,1.1554446,3.175435
seq7738,deletion,1.3965406,4.041196
seq7739,deletion,1.1565472,3.178938
seq7740,deletion,1.1314778,3.1002345
seq7741,deletion,1.3019631,3.676507
seq7742,deletion,1.4982253,4.4737425
seq7743,deletion,1.3516481,3.8637881
seq7744,deletion,1.1585584,3.1853378
seq7745,deletion,1.080983,2.9475756
seq7746,deletion,1.3464718,3.8438394
seq7747,deletion,1.3465942,3.8443105
seq7748,deletion,1.2861339,3.6187692
seq7749,deletion,1.3970279,4.043165
seq7750,deletion,1.3017653,3.67578
seq7751,deletion,1.130335,3.0966935
seq7752,deletion,1.1733599,3.2328362
seq7753,deletion,1.3892093,4.011677
seq7754,deletion,1.144762,3.1416938
seq7755,deletion,1.1365044,3.1158574
seq7756,deletion,1.2500781,3.4906156
seq7757,deletion,1.2167594,3.3762293
seq7758,deletion,1.1680723,3.2157874
seq7759,deletion,1.1874715,3.2787802
seq7760,deletion,1.3123974,3.715069
seq7761,deletion,1.1114712,3.0388255
seq7762,deletion,1.1980746,3.3137302
seq7763,deletion,1.0528018,2.8656688
seq7764,deletion,1.2009066,3.3231285
seq7765,deletion,1.1525947,3.1663983
seq7766,deletion,1.4910852,4.441913
seq7767,deletion,1.2393922,3.4535136
seq7768,deletion,1.3697641,3.9344225
seq7769,deletion,1.3320212,3.7886932
seq7770,deletion,1.2878978,3.6251578
seq7771,deletion,1.2705661,3.5628688
seq7772,deletion,1.1789114,3.2508337
seq7773,deletion,1.2397968,3.4549112
seq7774,deletion,1.3822942,3.9840312
seq7775,deletion,1.1940408,3.3003902
seq7776,deletion,1.1880828,3.2807856
seq7777,deletion,1.2928637,3.6432045
seq7778,deletion,1.4755945,4.3736353
seq7779,deletion,1.1555622,3.1758084
seq7780,deletion,1.0940361,2.9863029
seq7781,deletion,1.113423,3.0447628
seq7782,deletion,1.3703495,3.9367266
seq7783,deletion,1.2279488,3.4142191
seq7784,deletion,1.2779661,3.589332
seq7785,deletion,1.348178,3.850404
seq7786,deletion,1.2287863,3.4170797
seq7787,deletion,1.2698388,3.5602784
seq7788,deletion,1.2492306,3.4876585
seq7789,deletion,1.5377294,4.654011
seq7790,deletion,1.1391505,3.1241133
seq7791,deletion,1.2938719,3.6468792
seq7792,deletion,1.3313745,3.7862442
seq7793,deletion,1.06642,2.9049609
seq7794,deletion,1.3543354,3.8741853
seq7795,deletion,1.0675864,2.9083514
seq7796,deletion,1.1471015,3.149052
seq7797,deletion,1.1765542,3.2431796
seq7798,deletion,1.1938194,3.2996597
seq7799,deletion,1.3389453,3.8150175
seq7800,deletion,1.1776766,3.2468219
seq7801,deletion,1.1250305,3.0803106
seq7802,deletion,1.187395,3.2785296
seq7803,deletion,1.4557036,4.2874994
seq7804,deletion,1.4156936,4.119343
seq7805,deletion,1.3441733,3.835015
seq7806,deletion,1.2954798,3.652748
seq7807,deletion,1.3449017,3.837809
seq7808,deletion,1.102307,3.0111043
seq7809,deletion,1.1905792,3.2889853
seq7810,deletion,1.0891855,2.9718525
seq7811,deletion,1.2214969,3.392262
seq7812,deletion,1.1381401,3.1209583
seq7813,deletion,1.2068892,3.3430686
seq7814,deletion,1.5256598,4.5981765
seq7815,deletion,1.11726,3.0564675
seq7816,deletion,1.2468256,3.4792807
seq7817,deletion,1.5189624,4.5674834
seq7818,deletion,1.1171246,3.056054
seq7819,deletion,1.3967562,4.042067
seq7820,deletion,1.2591915,3.5225723
seq7821,deletion,1.2188725,3.383371
seq7822,deletion,1.2066188,3.3421648
seq7823,deletion,1.1931928,3.2975929
seq7824,deletion,1.4303565,4.180189
seq7825,deletion,1.1804214,3.2557456
seq7826,deletion,1.2971884,3.6589944
seq7827,deletion,1.4335442,4.193536
seq7828,deletion,1.3888274,4.010145
seq7829,deletion,1.1116909,3.0394936
seq7830,deletion,1.3151631,3.7253585
seq7831,deletion,1.3480422,3.849881
seq7832,deletion,1.3241464,3.7589755
seq7833,deletion,1.2610065,3.5289712
seq7834,deletion,1.2958369,3.654053
seq7835,deletion,1.1262692,3.0841286
seq7836,deletion,1.1603693,3.1911113
seq7837,deletion,1.2484328,3.4848769
